id;code;codein;name;high;low;varbid;pctchange;bid;ask;create_date
36541;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.02;1.44;1.442;1.443;2023-03-01 14:41:47.486612
36542;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;70.81;0.83;8606.77;8639.98;2023-03-01 14:41:47.486612
36543;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;-0.16;1.98;1.98;2023-03-01 14:41:47.486612
36544;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.029;-0.55;5.206;5.209;2023-03-01 14:46:47.277307
36545;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:46:47.277307
36546;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.012;-0.32;3.824;3.826;2023-03-01 14:46:47.277307
36547;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.02;0.37;5.557;5.56;2023-03-01 14:46:47.277307
36548;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.034;-0.54;6.259;6.262;2023-03-01 14:46:47.277307
36549;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:46:47.277307
36550;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1432;1.17;123724;123817;2023-03-01 14:46:47.277307
36551;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.35;2.09;506.38;507.67;2023-03-01 14:46:47.277307
36552;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:46:47.277307
36553;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;0.002;0.04;5.558;5.559;2023-03-01 14:46:47.277307
36554;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.003;-0.08;3.519;3.522;2023-03-01 14:46:47.277307
36555;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.008;1.02;0.759;0.759;2023-03-01 14:46:47.277307
36556;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.021;1.51;1.443;1.444;2023-03-01 14:46:47.277307
36557;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;100.16;1.17;8633.7;8669.18;2023-03-01 14:46:47.277307
36558;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;0.04;1.98;1.98;2023-03-01 14:46:47.277307
36559;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.029;-0.56;5.206;5.209;2023-03-01 14:51:47.987525
36560;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:51:47.987525
36561;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.012;-0.32;3.823;3.826;2023-03-01 14:51:47.987525
36562;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.021;0.38;5.557;5.562;2023-03-01 14:51:47.987525
36563;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.034;-0.54;6.259;6.262;2023-03-01 14:51:47.987525
36564;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:51:47.987525
36565;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1432;1.17;123695;123707;2023-03-01 14:51:47.987525
36566;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.35;2.09;506.64;510;2023-03-01 14:51:47.987525
36567;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.52;0.038;0.038;2023-03-01 14:51:47.987525
36568;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.005;-0.09;5.549;5.553;2023-03-01 14:51:47.987525
36569;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.007;-0.2;3.516;3.517;2023-03-01 14:51:47.987525
36570;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.006;0.86;0.758;0.758;2023-03-01 14:51:47.987525
36571;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.018;1.27;1.44;1.44;2023-03-01 14:51:47.987525
36572;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8700.01;8381.79;188.41;2.21;8663.73;8700.01;2023-03-01 14:51:47.987525
36573;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0.01;0.29;1.98;1.99;2023-03-01 14:51:47.987525
36574;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.027;-0.51;5.209;5.211;2023-03-01 14:57:19.416328
36575;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:57:19.416328
36576;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.009;-0.23;3.826;3.829;2023-03-01 14:57:19.416328
36577;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.018;0.33;5.555;5.558;2023-03-01 14:57:19.416328
36578;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.034;-0.54;6.259;6.263;2023-03-01 14:57:19.416328
36579;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:57:19.416328
36580;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1432;1.17;123695;123707;2023-03-01 14:57:19.416328
36581;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.95;2.21;506.72;507.58;2023-03-01 14:57:19.416328
36582;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.52;0.038;0.038;2023-03-01 14:57:19.416328
36583;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;0;0.01;5.555;5.558;2023-03-01 14:57:19.416328
36584;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.003;-0.09;3.518;3.522;2023-03-01 14:57:19.416328
36585;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.008;1.02;0.759;0.759;2023-03-01 14:57:19.416328
36586;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.02;1.41;1.442;1.442;2023-03-01 14:57:19.416328
36587;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8700.01;8381.79;132.76;1.56;8638.52;8683.49;2023-03-01 14:57:19.416328
36588;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0.01;0.29;1.98;1.99;2023-03-01 14:57:19.416328
36589;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.024;-0.45;5.212;5.214;2023-03-01 15:02:10.092365
36590;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 15:02:10.092365
36591;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.009;-0.24;3.826;3.829;2023-03-01 15:02:10.092365
36592;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.021;0.38;5.557;5.562;2023-03-01 15:02:10.092365
36593;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.037;-0.58;6.255;6.26;2023-03-01 15:02:10.092365
36594;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 15:02:10.092365
36595;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1432;1.17;123695;123707;2023-03-01 15:02:10.092365
36596;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.35;2.09;506.64;510;2023-03-01 15:02:10.092365
36597;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.52;0.038;0.038;2023-03-01 15:02:10.092365
36598;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.005;-0.1;5.548;5.553;2023-03-01 15:02:10.092365
36599;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.004;-0.12;3.518;3.52;2023-03-01 15:02:10.092365
36600;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.007;0.97;0.759;0.759;2023-03-01 15:02:10.092365
36601;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.017;1.2;1.439;1.439;2023-03-01 15:02:10.092365
36602;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8700.01;8381.79;132.76;1.56;8612.26;8651.8;2023-03-01 15:02:10.092365
36603;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0.01;0.29;1.98;1.99;2023-03-01 15:02:10.092365
36604;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.015;-0.29;5.221;5.222;2023-03-01 15:07:08.122749
36605;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 15:07:08.122749
36606;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.005;-0.14;3.83;3.833;2023-03-01 15:07:08.122749
36607;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.025;0.44;5.561;5.564;2023-03-01 15:07:08.122749
36608;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.026;-0.42;6.267;6.27;2023-03-01 15:07:08.122749
36609;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 15:07:08.122749
36610;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;713;0.58;123681;123687;2023-03-01 15:07:08.122749
36611;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.35;2.09;506.64;510;2023-03-01 15:07:08.122749
36612;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.52;0.038;0.038;2023-03-01 15:07:08.122749
36613;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.002;-0.04;5.552;5.556;2023-03-01 15:07:08.122749
36614;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.006;-0.17;3.516;3.518;2023-03-01 15:07:08.122749
36615;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.009;1.14;0.76;0.76;2023-03-01 15:07:08.122749
36616;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.02;1.38;1.442;1.442;2023-03-01 15:07:08.122749
36617;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8700.01;8381.79;132.76;1.56;8628.78;8677.75;2023-03-01 15:07:08.122749
36618;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0.01;0.29;1.98;1.99;2023-03-01 15:07:08.122749
36619;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 22:15:20.477303
36620;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 22:15:20.477303
36621;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.826;3.825;0.002;0.04;3.826;3.827;2023-03-02 22:15:20.477303
36622;EUR;BRL;EURO/REAL BRASILEIRO;5.513;5.511;0.001;0.02;5.511;5.513;2023-03-02 22:15:20.477303
36623;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.241;6.19;-0.015;-0.24;6.213;6.215;2023-03-02 22:15:20.477303
36624;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-02 22:15:20.477303
36625;BTC;BRL;BITCOIN/REAL BRASILEIRO;123888;121544;-174;-0.14;122486;122519;2023-03-02 22:15:20.477303
36626;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;9.08;1.82;507.73;509.06;2023-03-02 22:15:20.477303
36627;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-02 22:15:20.477303
36628;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.519;5.519;0.002;0.03;5.517;5.521;2023-03-02 22:15:20.477303
36629;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.502;3.501;0.003;0.08;3.501;3.504;2023-03-02 22:15:20.477303
36630;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.749;-0.002;-0.26;0.752;0.752;2023-03-02 22:15:20.477303
36631;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.432;1.414;-0.014;-0.99;1.418;1.419;2023-03-02 22:15:20.477303
36632;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8701;8480.78;-57.46;-0.67;8562.35;8596.18;2023-03-02 22:15:20.477303
36633;XRP;BRL;XRP/REAL BRASILEIRO;2;1.95;0.01;0.28;1.99;1.99;2023-03-02 22:15:20.477303
36634;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 23:14:14.947285
36635;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 23:14:14.947285
36636;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.826;3.825;0.001;0.02;3.824;3.826;2023-03-02 23:14:14.947285
36637;EUR;BRL;EURO/REAL BRASILEIRO;5.514;5.511;0.002;0.05;5.512;5.515;2023-03-02 23:14:14.947285
36638;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.218;6.21;0.006;0.1;6.214;6.218;2023-03-02 23:14:14.947285
36639;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-02 23:14:14.947285
36640;BTC;BRL;BITCOIN/REAL BRASILEIRO;123888;121544;60;0.05;122615;122615;2023-03-02 23:14:14.947285
36641;LTC;BRL;LITECOIN/REAL BRASILEIRO;508.99;490.32;-8.94;-1.77;496.09;497.14;2023-03-02 23:14:14.947285
36642;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-02 23:14:14.947285
36643;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.525;5.519;0.003;0.06;5.518;5.522;2023-03-02 23:14:14.947285
36644;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.503;3.497;0.001;0.04;3.5;3.502;2023-03-02 23:14:14.947285
36645;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.749;-0.002;-0.26;0.752;0.752;2023-03-02 23:14:14.947285
36646;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.432;1.414;-0.012;-0.82;1.42;1.42;2023-03-02 23:14:14.947285
36647;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8701;8480.78;-57.4;-0.66;8595.38;8636.54;2023-03-02 23:14:14.947285
36648;XRP;BRL;XRP/REAL BRASILEIRO;2;1.95;0;0.21;1.98;1.98;2023-03-02 23:14:14.947285
36649;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 23:19:02.446113
36650;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 23:19:02.446113
36651;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.827;3.824;0.001;0.03;3.825;3.826;2023-03-02 23:19:02.446113
36652;EUR;BRL;EURO/REAL BRASILEIRO;5.514;5.511;0.002;0.05;5.512;5.515;2023-03-02 23:19:02.446113
36653;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.218;6.21;0.002;0.04;6.211;6.214;2023-03-02 23:19:02.446113
36654;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-02 23:19:02.446113
36655;BTC;BRL;BITCOIN/REAL BRASILEIRO;123888;121544;73;0.06;122615;122615;2023-03-02 23:19:02.446113
36656;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.35;2.09;506.64;510;2023-03-02 23:19:02.446113
36657;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-02 23:19:02.446113
36658;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.525;5.519;0.005;0.09;5.521;5.524;2023-03-02 23:19:02.446113
36659;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.503;3.497;0;0.01;3.499;3.501;2023-03-02 23:19:02.446113
36660;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.749;-0.002;-0.26;0.752;0.752;2023-03-02 23:19:02.446113
36661;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.432;1.414;-0.012;-0.82;1.42;1.42;2023-03-02 23:19:02.446113
36662;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8701;8480.78;-51.05;-0.59;8604.76;8648.47;2023-03-02 23:19:02.446113
36663;XRP;BRL;XRP/REAL BRASILEIRO;2;1.95;-0.03;-1.37;1.97;1.97;2023-03-02 23:19:02.446113
36664;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 23:24:01.970617
36665;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 23:24:01.970617
36666;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.827;3.824;0.001;0.03;3.825;3.826;2023-03-02 23:24:01.970617
36667;EUR;BRL;EURO/REAL BRASILEIRO;5.514;5.511;0.002;0.04;5.512;5.514;2023-03-02 23:24:01.970617
36668;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.218;6.21;0.007;0.11;6.215;6.218;2023-03-02 23:24:01.970617
36669;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-02 23:24:01.970617
36670;BTC;BRL;BITCOIN/REAL BRASILEIRO;123888;121544;73;0.06;122615;122618;2023-03-02 23:24:01.970617
36671;LTC;BRL;LITECOIN/REAL BRASILEIRO;508.99;490.32;-12.9;-2.53;496.09;497.13;2023-03-02 23:24:01.970617
36672;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-02 23:24:01.970617
36673;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.525;5.519;0.005;0.09;5.521;5.524;2023-03-02 23:24:01.970617
36674;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.503;3.497;0.002;0.07;3.501;3.503;2023-03-02 23:24:01.970617
36675;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.749;-0.002;-0.26;0.752;0.752;2023-03-02 23:24:01.970617
36676;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.432;1.414;-0.012;-0.87;1.42;1.42;2023-03-02 23:24:01.970617
36677;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8701;8480.78;-51.05;-0.59;8596.38;8640.47;2023-03-02 23:24:01.970617
36678;XRP;BRL;XRP/REAL BRASILEIRO;2;1.95;-0.03;-1.36;1.97;1.97;2023-03-02 23:24:01.970617
36679;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 23:29:01.112735
36680;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 23:29:01.112735
36681;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.826;3.825;0.002;0.04;3.825;3.827;2023-03-02 23:29:01.112735
36682;EUR;BRL;EURO/REAL BRASILEIRO;5.514;5.511;0.003;0.05;5.513;5.514;2023-03-02 23:29:01.112735
36683;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.218;6.21;0.006;0.1;6.215;6.218;2023-03-02 23:29:01.112735
36684;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-02 23:29:01.112735
36685;BTC;BRL;BITCOIN/REAL BRASILEIRO;123888;121544;73;0.06;122615;122615;2023-03-02 23:29:01.112735
36686;LTC;BRL;LITECOIN/REAL BRASILEIRO;508.99;490.32;-12.9;-2.53;496.09;497.04;2023-03-02 23:29:01.112735
36687;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-02 23:29:01.112735
36688;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.525;5.519;0.005;0.09;5.521;5.523;2023-03-02 23:29:01.112735
36689;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.503;3.497;0.002;0.07;3.501;3.503;2023-03-02 23:29:01.112735
36690;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.749;-0.002;-0.26;0.752;0.752;2023-03-02 23:29:01.112735
36691;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.432;1.414;-0.012;-0.87;1.42;1.42;2023-03-02 23:29:01.112735
36692;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8701;8480.78;-51.05;-0.59;8578.94;8618.42;2023-03-02 23:29:01.112735
36693;XRP;BRL;XRP/REAL BRASILEIRO;2;1.95;-0.03;-1.31;1.97;1.98;2023-03-02 23:29:01.112735
36694;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 23:34:05.820194
36695;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 23:34:05.820194
36696;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.827;3.824;0.001;0.03;3.825;3.826;2023-03-02 23:34:05.820194
36697;EUR;BRL;EURO/REAL BRASILEIRO;5.514;5.511;0.002;0.05;5.512;5.515;2023-03-02 23:34:05.820194
36698;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.218;6.21;0.006;0.09;6.215;6.217;2023-03-02 23:34:05.820194
36699;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-02 23:34:05.820194
36700;BTC;BRL;BITCOIN/REAL BRASILEIRO;123888;121544;-77;-0.06;122473;122473;2023-03-02 23:34:05.820194
36701;LTC;BRL;LITECOIN/REAL BRASILEIRO;508.99;490.32;-12.9;-2.53;496.09;497.12;2023-03-02 23:34:05.820194
36702;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-02 23:34:05.820194
36703;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.525;5.519;0.005;0.09;5.521;5.523;2023-03-02 23:34:05.820194
36704;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.503;3.497;0.003;0.08;3.502;3.503;2023-03-02 23:34:05.820194
36705;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.749;-0.002;-0.26;0.752;0.752;2023-03-02 23:34:05.820194
36706;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.432;1.414;-0.012;-0.87;1.42;1.42;2023-03-02 23:34:05.820194
36707;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8701;8480.78;-51.05;-0.59;8582.88;8624.4;2023-03-02 23:34:05.820194
36708;XRP;BRL;XRP/REAL BRASILEIRO;2;1.95;-0.02;-0.95;1.97;1.97;2023-03-02 23:34:05.820194
36709;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 23:39:01.616624
36710;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 23:39:01.616624
36711;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.827;3.824;0.001;0.02;3.824;3.826;2023-03-02 23:39:01.616624
36712;EUR;BRL;EURO/REAL BRASILEIRO;5.514;5.511;0.002;0.05;5.512;5.514;2023-03-02 23:39:01.616624
36713;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.218;6.21;0.006;0.1;6.215;6.218;2023-03-02 23:39:01.616624
36714;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-02 23:39:01.616624
36715;BTC;BRL;BITCOIN/REAL BRASILEIRO;123888;121544;-563;-0.46;122511;122511;2023-03-02 23:39:01.616624
36716;LTC;BRL;LITECOIN/REAL BRASILEIRO;508.99;490.32;-13.79;-2.71;495.31;496.58;2023-03-02 23:39:01.616624
36717;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-02 23:39:01.616624
36718;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.525;5.519;0.004;0.07;5.52;5.522;2023-03-02 23:39:01.616624
36719;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.503;3.497;0.002;0.06;3.501;3.502;2023-03-02 23:39:01.616624
36720;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.756;0.749;-0.002;-0.26;0.752;0.752;2023-03-02 23:39:01.616624
36721;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.432;1.414;-0.012;-0.87;1.42;1.42;2023-03-02 23:39:01.616624
36722;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8701;8480.78;-77.62;-0.9;8592.02;8633.97;2023-03-02 23:39:01.616624
36723;XRP;BRL;XRP/REAL BRASILEIRO;2;1.95;-0.03;-1.32;1.97;1.97;2023-03-02 23:39:01.616624
36724;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.201;5.201;0;0.01;5.201;5.202;2023-03-02 23:44:01.380682
36725;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.25;5.19;0.02;0.38;5.08;5.39;2023-03-02 23:44:01.380682
36726;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.827;3.824;0.001;0.02;3.825;3.826;2023-03-02 23:44:01.380682
36727;EUR;BRL;EURO/REAL BRASILEIRO;5.514;5.511;0.002;0.03;5.511;5.514;2023-03-02 23:44:01.380682
36728;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.218;6.21;0.006;0.1;6.215;6.217;2023-03-02 23:44:01.380682
